Time,Event Status,Is-Ready Power Status,Is-Charging Power Status,Multi-Purpose Input Status,Always-On Power Status,Errors Present,Charge-Enable Output Active,Discharge-Enable Output Active,Charger-Safety Output Active,HEM mode,Maximum cell number,Pack charge current limit,Pack discharge current limit,Pack amperage (current),Pack voltage,Pack open voltage,Pack state of charge,Pack amphours,Pack resistance,Pack depth of discharge,Pack state of health,Summed pack voltage,Total pack cycles,DCL Reduced Due To SOC,DCL Reduced Due To Cell Resistance,DCL Reduced Due To Temperature,DCL Reduced Due To Cell Voltage,DCL Reduced Due To Pack Voltage,Reduced Due To Voltage Failsafe,Multi-Unit Comm Failsafe,CCL Reduced Due To SOC,CCL Reduced Due To Cell Resistance,CCL Reduced Due To Temperature,CCL Reduced Due To Cell Voltage,CCL Reduced Due To Pack Voltage,CCL Zero Because Charge Complete,Simulated pack SOC,Battery mode,Requested battery mode,TP ADC,Highest battery temperature,Lowest battery temperature,Average battery temperature,Actual fan speed (0-6),Requested fan speed (0-6),Highest thermistor ID,Lowest thermistor ID,Lowest cell voltage,Highest cell voltage,Average cell voltage,Lowest open cell voltage,Highest open cell voltage,Average open cell voltage,Lowest cell resistance,Highest cell resistance,Average cell resistance,Highest cell voltage ID,Lowest cell voltage ID,Highest opencell ID,Lowest opencell ID,Highest resistance ID,Lowest resistance ID,12v supply (lower than actual),Current sensor ADC #1,Current sensor ADC #2,Voltage from fan sensor,Shortest Wave (Isolation),Average Wave (Isolation)
Fri Aug 18 22:14:53 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,43.0,227.0,0.0,274.9,274.9,79.5,21.9,0.364,20.0,100.0,274.93,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,274.9,32.0,29.0,30.0,0.0,0.0,139.0,111.0,3.921,3.929,3.928,3.921,3.929,3.928,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,13.4,2051.0,2051.0,0.0,4.355,4.99
Fri Aug 18 22:14:54 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,43.0,227.0,0.0,274.9,274.9,79.5,21.9,0.364,20.0,100.0,274.93,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,274.9,32.0,29.0,30.0,0.0,0.0,139.0,111.0,3.921,3.929,3.928,3.921,3.929,3.928,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,13.4,2051.0,2051.0,0.0,4.559,4.964
Fri Aug 18 22:14:55 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,43.0,227.0,0.0,274.9,274.9,79.5,21.9,0.364,20.0,100.0,274.93,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,274.9,32.0,29.0,30.0,0.0,0.0,139.0,111.0,3.921,3.929,3.928,3.921,3.929,3.928,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,13.3,2051.0,2051.0,0.0,4.642,4.938
Fri Aug 18 22:14:56 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,43.0,227.0,0.0,274.9,274.9,79.5,21.9,0.364,20.0,100.0,274.93,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,274.9,32.0,29.0,30.0,0.0,0.0,139.0,122.0,3.921,3.929,3.928,3.921,3.929,3.928,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,13.3,2051.0,2051.0,0.0,4.682,4.912
Fri Aug 18 22:14:57 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,43.0,227.0,0.0,274.9,274.9,79.5,21.9,0.364,20.0,100.0,274.93,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,274.9,32.0,29.0,30.0,0.0,0.0,139.0,111.0,3.921,3.929,3.928,3.921,3.929,3.928,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,13.4,2051.0,2051.0,0.0,4.696,4.894
Fri Aug 18 22:14:58 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,43.0,227.0,0.0,274.9,274.9,79.5,21.9,0.364,20.0,100.0,274.93,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,274.9,32.0,29.0,30.0,0.0,0.0,139.0,111.0,3.921,3.929,3.928,3.921,3.929,3.928,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,13.3,2051.0,2051.0,0.0,5.0,4.868
Fri Aug 18 22:14:59 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,43.0,227.0,0.0,274.9,274.9,79.5,21.9,0.364,20.0,100.0,274.93,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,274.9,32.0,29.0,30.0,0.0,0.0,139.0,111.0,3.921,3.929,3.928,3.921,3.929,3.928,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,13.3,2051.0,2051.0,0.0,5.0,4.868
Fri Aug 18 22:15:00 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,43.0,227.0,0.0,274.9,274.9,79.5,21.9,0.364,20.0,100.0,274.93,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,274.9,32.0,29.0,30.0,0.0,0.0,139.0,111.0,3.921,3.929,3.928,3.921,3.929,3.928,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,13.3,2051.0,2052.0,0.0,5.0,4.868
Fri Aug 18 22:15:01 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,43.0,227.0,0.0,274.9,274.9,79.5,21.9,0.364,20.0,100.0,274.92,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,274.9,32.0,29.0,30.0,0.0,0.0,139.0,111.0,3.921,3.929,3.928,3.921,3.929,3.928,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,13.3,2051.0,2051.0,0.0,5.0,4.868
Fri Aug 18 22:15:02 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,43.0,227.0,0.0,274.9,274.9,79.5,21.9,0.364,20.0,100.0,274.92,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,274.9,32.0,29.0,30.0,0.0,0.0,139.0,111.0,3.921,3.929,3.928,3.921,3.93,3.928,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,13.3,2051.0,2051.0,0.0,5.0,4.868
