Time,Event Status,Is-Ready Power Status,Is-Charging Power Status,Multi-Purpose Input Status,Always-On Power Status,Errors Present,Charge-Enable Output Active,Discharge-Enable Output Active,Charger-Safety Output Active,HEM mode,Maximum cell number,Pack charge current limit,Pack discharge current limit,Pack amperage (current),Pack voltage,Pack open voltage,Pack state of charge,Pack amphours,Pack resistance,Pack depth of discharge,Pack state of health,Summed pack voltage,Total pack cycles,DCL Reduced Due To SOC,DCL Reduced Due To Cell Resistance,DCL Reduced Due To Temperature,DCL Reduced Due To Cell Voltage,DCL Reduced Due To Pack Voltage,Reduced Due To Voltage Failsafe,Multi-Unit Comm Failsafe,CCL Reduced Due To SOC,CCL Reduced Due To Cell Resistance,CCL Reduced Due To Temperature,CCL Reduced Due To Cell Voltage,CCL Reduced Due To Pack Voltage,CCL Zero Because Charge Complete,Simulated pack SOC,Battery mode,Requested battery mode,TP ADC,Highest battery temperature,Lowest battery temperature,Average battery temperature,Actual fan speed (0-6),Requested fan speed (0-6),Highest thermistor ID,Lowest thermistor ID,Lowest cell voltage,Highest cell voltage,Average cell voltage,Lowest open cell voltage,Highest open cell voltage,Average open cell voltage,Lowest cell resistance,Highest cell resistance,Average cell resistance,Highest cell voltage ID,Lowest cell voltage ID,Highest opencell ID,Lowest opencell ID,Highest resistance ID,Lowest resistance ID,12v supply (lower than actual),Current sensor ADC #1,Current sensor ADC #2,Voltage from fan sensor,Shortest Wave (Isolation),Average Wave (Isolation)
Thu Aug 17 22:58:53 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2051.0,2051.0,0.0,4.734,3.691
Thu Aug 17 22:58:54 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2051.0,2051.0,0.0,4.734,3.691
Thu Aug 17 22:58:55 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2051.0,2051.0,0.0,4.734,3.691
Thu Aug 17 22:58:56 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2051.0,2051.0,0.0,4.734,3.691
Thu Aug 17 22:58:57 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2051.0,2051.0,0.0,4.734,3.691
Thu Aug 17 22:58:58 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2051.0,2051.0,0.0,4.782,3.691
Thu Aug 17 22:58:59 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2051.0,2051.0,0.0,4.758,3.691
Thu Aug 17 22:59:00 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2050.0,2051.0,0.0,4.749,3.693
Thu Aug 17 22:59:01 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2050.0,2051.0,0.0,4.749,3.693
Thu Aug 17 22:59:02 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2051.0,2051.0,0.0,4.747,3.693
Thu Aug 17 22:59:03 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2051.0,2051.0,0.0,4.747,3.693
Thu Aug 17 22:59:04 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.3,2051.0,2051.0,0.0,4.624,3.692
Thu Aug 17 22:59:05 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2051.0,2051.0,0.0,4.673,3.692
Thu Aug 17 22:59:06 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2051.0,2051.0,0.0,4.673,3.692
Thu Aug 17 22:59:07 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2051.0,2051.0,0.0,4.673,3.692
Thu Aug 17 22:59:08 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2051.0,2051.0,0.0,4.673,3.692
Thu Aug 17 22:59:09 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2051.0,2051.0,0.0,4.673,3.692
Thu Aug 17 22:59:10 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.3,2051.0,2051.0,0.0,4.726,3.692
Thu Aug 17 22:59:11 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2050.0,2052.0,0.0,4.726,3.692
Thu Aug 17 22:59:12 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2051.0,2051.0,0.0,4.726,3.692
Thu Aug 17 22:59:13 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,275.7,275.7,70.5,19.4,0.13,64.5,100.0,275.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,275.7,32.0,30.0,31.0,0.0,0.0,139.0,111.0,3.935,3.941,3.939,3.935,3.941,3.939,1.7,3.03,1.86,26.0,57.0,26.0,57.0,57.0,35.0,12.4,2051.0,2051.0,0.0,4.785,3.692
