Time,Event Status,Is-Ready Power Status,Is-Charging Power Status,Multi-Purpose Input Status,Always-On Power Status,Errors Present,Charge-Enable Output Active,Discharge-Enable Output Active,Charger-Safety Output Active,HEM mode,Maximum cell number,Pack charge current limit,Pack discharge current limit,Pack amperage (current),Pack voltage,Pack open voltage,Pack state of charge,Pack amphours,Pack resistance,Pack depth of discharge,Pack state of health,Summed pack voltage,Total pack cycles,DCL Reduced Due To SOC,DCL Reduced Due To Cell Resistance,DCL Reduced Due To Temperature,DCL Reduced Due To Cell Voltage,DCL Reduced Due To Pack Voltage,Reduced Due To Voltage Failsafe,Multi-Unit Comm Failsafe,CCL Reduced Due To SOC,CCL Reduced Due To Cell Resistance,CCL Reduced Due To Temperature,CCL Reduced Due To Cell Voltage,CCL Reduced Due To Pack Voltage,CCL Zero Because Charge Complete,Simulated pack SOC,Battery mode,Requested battery mode,TP ADC,Highest battery temperature,Lowest battery temperature,Average battery temperature,Actual fan speed (0-6),Requested fan speed (0-6),Highest thermistor ID,Lowest thermistor ID,Lowest cell voltage,Highest cell voltage,Average cell voltage,Lowest open cell voltage,Highest open cell voltage,Average open cell voltage,Lowest cell resistance,Highest cell resistance,Average cell resistance,Highest cell voltage ID,Lowest cell voltage ID,Highest opencell ID,Lowest opencell ID,Highest resistance ID,Lowest resistance ID,12v supply (lower than actual),Current sensor ADC #1,Current sensor ADC #2,Voltage from fan sensor,Shortest Wave (Isolation),Average Wave (Isolation)
Sat Aug 19 23:18:45 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,194.0,0.0,262.6,262.6,60.5,16.6,0.364,39.0,100.0,262.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,262.6,30.0,29.0,29.0,0.0,0.0,131.0,104.0,3.715,3.754,3.751,3.715,3.754,3.751,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,12.6,2051.0,2052.0,0.0,4.36,4.99
Sat Aug 19 23:18:46 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,194.0,0.0,262.6,262.6,60.5,16.6,0.364,39.0,100.0,262.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,262.6,30.0,29.0,29.0,0.0,0.0,131.0,104.0,3.715,3.754,3.752,3.715,3.754,3.751,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,12.6,2051.0,2051.0,0.0,4.559,4.964
Sat Aug 19 23:18:47 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,194.0,0.0,262.5,262.6,60.5,16.6,0.364,39.0,100.0,262.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,262.6,30.0,29.0,29.0,0.0,0.0,131.0,104.0,3.715,3.754,3.752,3.715,3.754,3.751,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,12.4,2054.0,2052.0,0.0,5.0,4.938
Sat Aug 19 23:18:48 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,194.0,0.0,262.5,262.6,60.5,16.6,0.364,39.0,100.0,262.59,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,262.5,30.0,29.0,29.0,0.0,0.0,131.0,104.0,3.715,3.754,3.751,3.715,3.754,3.752,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,12.5,2052.0,2052.0,0.0,5.0,4.938
Sat Aug 19 23:18:49 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,194.0,0.0,262.5,262.6,60.5,16.6,0.364,39.0,100.0,262.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,262.6,30.0,29.0,29.0,0.0,0.0,131.0,104.0,3.715,3.754,3.751,3.715,3.754,3.752,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,12.3,2051.0,2051.0,0.0,4.767,4.929
Sat Aug 19 23:18:50 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,194.0,0.0,262.6,262.5,60.5,16.6,0.364,39.0,100.0,262.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,262.6,30.0,29.0,29.0,0.0,0.0,131.0,104.0,3.715,3.754,3.751,3.715,3.754,3.751,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,12.5,2051.0,2051.0,0.0,4.767,4.929
Sat Aug 19 23:18:51 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,194.0,0.0,262.5,262.6,60.5,16.6,0.364,39.0,100.0,262.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,262.6,30.0,29.0,29.0,0.0,0.0,131.0,104.0,3.715,3.754,3.751,3.715,3.754,3.751,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,12.5,2051.0,2051.0,0.0,4.767,4.929
Sat Aug 19 23:18:52 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,194.0,0.0,262.6,262.5,60.5,16.6,0.364,39.0,100.0,262.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,262.6,30.0,29.0,29.0,0.0,0.0,131.0,104.0,3.715,3.754,3.751,3.715,3.754,3.751,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,12.5,2051.0,2052.0,0.0,4.767,4.929
Sat Aug 19 23:18:53 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,194.0,0.0,262.6,262.5,60.5,16.6,0.364,39.0,100.0,262.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,262.6,30.0,29.0,29.0,0.0,0.0,131.0,104.0,3.715,3.754,3.751,3.715,3.754,3.751,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,12.5,2051.0,2052.0,0.0,4.288,4.919
Sat Aug 19 23:18:54 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,194.0,0.0,262.6,262.6,60.5,16.6,0.364,39.0,100.0,262.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,262.6,30.0,29.0,29.0,0.0,0.0,131.0,104.0,3.715,3.754,3.751,3.715,3.754,3.751,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,12.5,2051.0,2051.0,0.0,4.416,4.891
Sat Aug 19 23:18:55 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,194.0,0.0,262.6,262.6,60.5,16.6,0.364,39.0,100.0,262.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,262.6,30.0,29.0,29.0,0.0,0.0,131.0,104.0,3.715,3.754,3.751,3.715,3.754,3.751,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,12.5,2051.0,2052.0,0.0,4.521,4.874
Sat Aug 19 23:18:56 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,194.0,0.0,262.6,262.6,60.5,16.6,0.364,39.0,100.0,262.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,262.6,30.0,29.0,29.0,0.0,0.0,131.0,104.0,3.715,3.754,3.751,3.715,3.754,3.751,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,12.5,2051.0,2052.0,0.0,4.573,4.848
Sat Aug 19 23:18:57 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,194.0,0.0,262.6,262.5,60.5,16.6,0.364,39.0,100.0,262.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,262.6,30.0,29.0,29.0,0.0,0.0,131.0,104.0,3.715,3.754,3.751,3.715,3.754,3.751,5.2,5.2,5.2,26.0,51.0,26.0,51.0,1.0,1.0,12.5,2051.0,2052.0,0.0,4.573,4.848
