Time,Event Status,Is-Ready Power Status,Is-Charging Power Status,Multi-Purpose Input Status,Always-On Power Status,Errors Present,Charge-Enable Output Active,Discharge-Enable Output Active,Charger-Safety Output Active,HEM mode,Maximum cell number,Pack charge current limit,Pack discharge current limit,Pack amperage (current),Pack voltage,Pack open voltage,Pack state of charge,Pack amphours,Pack resistance,Pack depth of discharge,Pack state of health,Summed pack voltage,Total pack cycles,DCL Reduced Due To SOC,DCL Reduced Due To Cell Resistance,DCL Reduced Due To Temperature,DCL Reduced Due To Cell Voltage,DCL Reduced Due To Pack Voltage,Reduced Due To Voltage Failsafe,Multi-Unit Comm Failsafe,CCL Reduced Due To SOC,CCL Reduced Due To Cell Resistance,CCL Reduced Due To Temperature,CCL Reduced Due To Cell Voltage,CCL Reduced Due To Pack Voltage,CCL Zero Because Charge Complete,Simulated pack SOC,Battery mode,Requested battery mode,TP ADC,Highest battery temperature,Lowest battery temperature,Average battery temperature,Actual fan speed (0-6),Requested fan speed (0-6),Highest thermistor ID,Lowest thermistor ID,Lowest cell voltage,Highest cell voltage,Average cell voltage,Lowest open cell voltage,Highest open cell voltage,Average open cell voltage,Lowest cell resistance,Highest cell resistance,Average cell resistance,Highest cell voltage ID,Lowest cell voltage ID,Highest opencell ID,Lowest opencell ID,Highest resistance ID,Lowest resistance ID,12v supply (lower than actual),Current sensor ADC #1,Current sensor ADC #2,Voltage from fan sensor,Shortest Wave (Isolation),Average Wave (Isolation)
Fri Aug 18 22:25:00 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,273.3,273.4,79.0,21.7,0.147,20.5,100.0,273.41,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,273.4,32.0,28.0,30.0,0.0,0.0,140.0,122.0,3.895,3.908,3.906,3.895,3.908,3.906,1.93,3.18,2.1,26.0,51.0,30.0,51.0,57.0,23.0,12.8,2054.0,2052.0,0.0,4.416,3.669
Fri Aug 18 22:25:01 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,273.4,273.4,79.0,21.7,0.147,20.5,100.0,273.47,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,273.4,32.0,28.0,30.0,0.0,0.0,140.0,122.0,3.896,3.909,3.907,3.896,3.909,3.907,1.93,3.18,2.1,30.0,51.0,30.0,51.0,57.0,23.0,12.8,2054.0,2052.0,0.0,4.416,3.669
Fri Aug 18 22:25:02 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,273.5,273.5,79.0,21.7,0.147,20.5,100.0,273.52,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,273.5,32.0,28.0,30.0,0.0,0.0,140.0,122.0,3.897,3.91,3.908,3.897,3.91,3.908,1.93,3.18,2.1,30.0,51.0,30.0,51.0,57.0,23.0,12.8,2054.0,2052.0,0.0,4.416,3.669
Fri Aug 18 22:25:03 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.9,273.4,273.5,79.0,21.7,0.147,20.5,100.0,273.36,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,273.4,32.0,28.0,30.0,0.0,0.0,140.0,122.0,3.895,3.908,3.906,3.898,3.911,3.909,1.93,3.18,2.1,30.0,51.0,30.0,51.0,57.0,23.0,12.8,2054.0,2052.0,0.0,4.581,3.67
Fri Aug 18 22:25:04 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,2.8,273.1,273.6,79.0,21.7,0.147,20.5,100.0,273.28,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,273.1,32.0,28.0,30.0,0.0,0.0,140.0,122.0,3.889,3.904,3.9,3.898,3.912,3.909,1.93,3.18,2.1,30.0,51.0,30.0,51.0,57.0,23.0,12.8,2088.0,2056.0,0.0,4.599,3.67
Fri Aug 18 22:25:05 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,8.3,272.3,273.6,79.0,21.7,0.147,20.5,100.0,272.42,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,272.1,32.0,28.0,30.0,0.0,0.0,140.0,122.0,3.874,3.891,3.887,3.899,3.912,3.91,1.93,3.18,2.1,30.0,51.0,30.0,51.0,57.0,23.0,12.8,2204.0,2072.0,0.0,4.597,3.67
Fri Aug 18 22:25:06 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.4,273.4,273.5,79.0,21.7,0.147,20.5,100.0,273.57,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,273.5,32.0,28.0,30.0,0.0,0.0,140.0,122.0,3.874,3.891,3.887,3.899,3.912,3.91,1.93,3.18,2.1,26.0,51.0,26.0,51.0,57.0,23.0,12.8,2054.0,2053.0,0.0,4.597,3.67
Fri Aug 18 22:25:07 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,273.6,273.6,79.0,21.7,0.147,20.5,100.0,273.64,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,273.6,32.0,28.0,30.0,0.0,0.0,140.0,122.0,3.874,3.891,3.887,3.898,3.911,3.909,1.93,3.18,2.1,26.0,51.0,26.0,51.0,57.0,23.0,12.9,2054.0,2052.0,0.0,4.597,3.67
Fri Aug 18 22:25:08 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.1,273.6,273.6,79.0,21.7,0.147,20.5,100.0,273.69,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,273.7,32.0,28.0,30.0,0.0,0.0,140.0,122.0,3.874,3.912,3.91,3.899,3.912,3.91,1.93,3.18,2.1,30.0,51.0,30.0,51.0,57.0,23.0,12.9,2054.0,2052.0,0.0,4.597,3.67
Fri Aug 18 22:25:09 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,44.0,315.0,0.0,273.7,273.7,79.0,21.7,0.147,20.5,100.0,273.73,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,273.7,32.0,28.0,30.0,0.0,0.0,140.0,122.0,3.899,3.912,3.91,3.9,3.912,3.91,1.93,3.18,2.1,30.0,51.0,30.0,51.0,57.0,23.0,12.8,2054.0,2052.0,0.0,4.597,3.67
