Time,Event Status,Is-Ready Power Status,Is-Charging Power Status,Multi-Purpose Input Status,Always-On Power Status,Errors Present,Charge-Enable Output Active,Discharge-Enable Output Active,Charger-Safety Output Active,HEM mode,Maximum cell number,Pack charge current limit,Pack discharge current limit,Pack amperage (current),Pack voltage,Pack open voltage,Pack state of charge,Pack amphours,Pack resistance,Pack depth of discharge,Pack state of health,Summed pack voltage,Total pack cycles,DCL Reduced Due To SOC,DCL Reduced Due To Cell Resistance,DCL Reduced Due To Temperature,DCL Reduced Due To Cell Voltage,DCL Reduced Due To Pack Voltage,Reduced Due To Voltage Failsafe,Multi-Unit Comm Failsafe,CCL Reduced Due To SOC,CCL Reduced Due To Cell Resistance,CCL Reduced Due To Temperature,CCL Reduced Due To Cell Voltage,CCL Reduced Due To Pack Voltage,CCL Zero Because Charge Complete,Simulated pack SOC,Battery mode,Requested battery mode,TP ADC,Highest battery temperature,Lowest battery temperature,Average battery temperature,Actual fan speed (0-6),Requested fan speed (0-6),Highest thermistor ID,Lowest thermistor ID,Lowest cell voltage,Highest cell voltage,Average cell voltage,Lowest open cell voltage,Highest open cell voltage,Average open cell voltage,Lowest cell resistance,Highest cell resistance,Average cell resistance,Highest cell voltage ID,Lowest cell voltage ID,Highest opencell ID,Lowest opencell ID,Highest resistance ID,Lowest resistance ID,12v supply (lower than actual),Current sensor ADC #1,Current sensor ADC #2,Voltage from fan sensor,Shortest Wave (Isolation),Average Wave (Isolation)
Fri Aug 18 21:23:48 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,18.0,253.0,0.0,285.7,285.7,98.0,26.9,0.364,2.0,100.0,285.78,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,285.7,29.0,26.0,27.0,0.0,0.0,140.0,111.0,4.081,4.086,4.083,4.081,4.086,4.083,5.2,5.2,5.2,51.0,57.0,51.0,57.0,1.0,1.0,14.3,2050.0,2051.0,0.0,4.349,4.99
Fri Aug 18 21:23:49 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,18.0,253.0,0.0,285.7,285.7,98.0,26.9,0.364,2.0,100.0,285.78,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,285.7,29.0,26.0,27.0,0.0,0.0,140.0,111.0,4.081,4.086,4.083,4.081,4.086,4.083,5.2,5.2,5.2,51.0,57.0,51.0,57.0,1.0,1.0,14.3,2050.0,2051.0,0.0,4.548,4.963
Fri Aug 18 21:23:50 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,18.0,253.0,0.0,285.7,285.7,98.0,26.9,0.364,2.0,100.0,285.78,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,285.7,29.0,26.0,27.0,0.0,0.0,140.0,111.0,4.081,4.086,4.083,4.081,4.086,4.083,5.2,5.2,5.2,51.0,57.0,51.0,57.0,1.0,1.0,14.3,2050.0,2051.0,0.0,4.637,4.937
Fri Aug 18 21:23:51 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,18.0,253.0,0.0,285.7,285.7,98.0,26.9,0.364,2.0,100.0,285.78,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,285.7,29.0,26.0,27.0,0.0,0.0,140.0,111.0,4.081,4.086,4.083,4.081,4.086,4.083,5.2,5.2,5.2,51.0,57.0,51.0,57.0,1.0,1.0,14.3,2050.0,2051.0,0.0,4.667,4.92
Fri Aug 18 21:23:52 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,18.0,253.0,0.0,285.7,285.7,98.0,26.9,0.364,2.0,100.0,285.78,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,285.7,29.0,26.0,27.0,0.0,0.0,140.0,111.0,4.081,4.086,4.083,4.081,4.086,4.083,5.2,5.2,5.2,51.0,57.0,51.0,57.0,1.0,1.0,14.3,2050.0,2051.0,0.0,4.688,4.894
Fri Aug 18 21:23:53 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,18.0,253.0,0.0,285.7,285.7,98.0,26.9,0.364,2.0,100.0,285.78,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,285.7,29.0,26.0,27.0,0.0,0.0,140.0,111.0,4.081,4.086,4.083,4.081,4.086,4.083,5.2,5.2,5.2,51.0,57.0,51.0,57.0,1.0,1.0,14.3,2050.0,2051.0,0.0,5.0,4.868
Fri Aug 18 21:23:54 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,18.0,253.0,0.0,285.7,285.7,98.0,26.9,0.364,2.0,100.0,285.78,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,285.7,29.0,26.0,27.0,0.0,0.0,140.0,111.0,4.081,4.086,4.083,4.081,4.086,4.083,5.2,5.2,5.2,51.0,57.0,51.0,57.0,1.0,1.0,14.3,2050.0,2051.0,0.0,5.0,4.868
Fri Aug 18 21:23:55 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,18.0,253.0,0.0,285.7,285.7,98.0,26.9,0.364,2.0,100.0,285.78,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,285.7,29.0,26.0,27.0,0.0,0.0,140.0,111.0,4.081,4.086,4.083,4.081,4.086,4.083,5.2,5.2,5.2,51.0,57.0,51.0,57.0,1.0,1.0,14.3,2050.0,2051.0,0.0,5.0,4.868
Fri Aug 18 21:23:56 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,18.0,253.0,0.0,285.7,285.7,98.0,26.9,0.364,2.0,100.0,285.78,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,285.7,29.0,26.0,27.0,0.0,0.0,140.0,111.0,4.081,4.086,4.083,4.081,4.086,4.083,5.2,5.2,5.2,51.0,57.0,51.0,57.0,1.0,1.0,14.3,2050.0,2051.0,0.0,5.0,4.868
Fri Aug 18 21:23:57 KST 2023,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,18.0,253.0,0.0,285.7,285.7,98.0,26.9,0.364,2.0,100.0,285.78,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,285.7,29.0,26.0,27.0,0.0,0.0,140.0,111.0,4.081,4.086,4.083,4.081,4.086,4.083,5.2,5.2,5.2,51.0,57.0,51.0,57.0,1.0,1.0,14.3,2050.0,2051.0,0.0,5.0,4.868
